iter	Passed	Remaining
457	2903	3436
458	2909	3429
459	2915	3422
460	2921	3416
461	2928	3409
462	2934	3402
463	2940	3396
464	2945	3389
465	2952	3382
466	2958	3376
467	2964	3370
468	2970	3363
469	2976	3356
470	2982	3349
471	2988	3343
472	2994	3336
473	3000	3330
474	3006	3323
475	3012	3316
476	3018	3309
477	3032	3311
478	3038	3305
479	3044	3298
480	3050	3291
481	3056	3284
482	3062	3278
483	3068	3271
484	3074	3264
485	3080	3258
486	3086	3251
487	3093	3245
488	3099	3238
489	3105	3232
490	3111	3225
491	3117	3219
492	3124	3212
493	3130	3206
494	3136	3199
495	3142	3192
496	3147	3185
497	3153	3178
498	3160	3172
499	3166	3166
500	3172	3159
501	3178	3153
502	3185	3147
503	3192	3141
504	3198	3135
505	3204	3128
506	3210	3121
507	3216	3115
508	3222	3108
509	3228	3101
510	3234	3095
511	3240	3088
512	3246	3081
513	3252	3075
514	3258	3068
515	3264	3062
516	3270	3055
517	3276	3049
518	3282	3042
519	3288	3035
520	3294	3029
521	3300	3022
522	3307	3016
523	3314	3010
524	3320	3004
525	3326	2997
526	3333	2991
527	3339	2985
528	3345	2978
529	3351	2972
530	3357	2965
531	3363	2959
532	3369	2952
533	3375	2946
534	3382	2939
535	3388	2933
536	3394	2927
537	3401	2920
538	3407	2914
539	3413	2907
540	3419	2901
541	3425	2894
542	3431	2887
543	3437	2881
544	3443	2874
545	3449	2868
546	3456	2862
547	3462	2855
548	3468	2848
549	3474	2842
550	3480	2835
551	3486	2829
552	3492	2822
553	3498	2816
554	3504	2810
555	3511	2803
556	3516	2797
557	3523	2790
558	3528	2783
559	3535	2777
560	3541	2771
561	3547	2764
562	3553	2758
563	3559	2751
564	3565	2745
565	3571	2738
566	3577	2732
567	3584	2726
568	3590	2719
569	3596	2712
570	3602	2706
571	3608	2699
572	3614	2693
573	3620	2686
574	3626	2680
575	3633	2674
576	3639	2667
577	3645	2661
578	3651	2654
579	3657	2648
580	3663	2641
581	3669	2635
582	3676	2629
583	3682	2623
584	3688	2616
585	3694	2610
586	3701	2603
587	3706	2597
588	3713	2591
589	3719	2584
590	3725	2578
591	3731	2571
592	3737	2565
593	3743	2558
594	3749	2552
595	3755	2545
596	3761	2539
597	3767	2532
598	3773	2526
599	3779	2519
600	3785	2513
601	3791	2506
602	3798	2500
603	3803	2493
604	3809	2487
605	3815	2481
606	3822	2474
607	3828	2468
608	3834	2462
609	3840	2455
610	3846	2448
611	3852	2442
612	3858	2435
613	3864	2429
614	3870	2423
615	3877	2416
616	3883	2410
617	3890	2404
618	3896	2398
619	3902	2392
620	3908	2385
621	3914	2378
622	3920	2372
623	3926	2365
624	3932	2359
625	3938	2353
626	3944	2346
627	3950	2340
628	3956	2333
629	3962	2326
630	3968	2320
631	3974	2314
632	3980	2307
633	3986	2301
634	3992	2294
635	3998	2288
636	4004	2282
637	4011	2275
638	4017	2269
639	4022	2262
640	4028	2256
641	4034	2249
642	4040	2243
643	4046	2236
644	4052	2230
645	4058	2224
646	4064	2217
647	4070	2211
648	4076	2204
649	4082	2198
650	4089	2192
651	4094	2185
652	4101	2179
653	4107	2172
654	4112	2166
655	4119	2160
656	4125	2153
657	4131	2147
658	4137	2140
659	4143	2134
660	4149	2128
661	4155	2121
662	4162	2115
663	4167	2109
664	4173	2102
665	4180	2096
666	4185	2089
667	4191	2083
668	4197	2076
669	4203	2070
670	4209	2064
671	4215	2057
672	4221	2051
673	4228	2045
674	4233	2038
675	4240	2032
676	4246	2025
677	4252	2019
678	4258	2013
679	4264	2006
680	4270	2000
681	4276	1993
682	4282	1987
683	4288	1981
684	4294	1974
685	4300	1968
686	4306	1962
687	4312	1955
688	4318	1949
689	4324	1942
690	4330	1936
691	4336	1930
692	4342	1923
693	4348	1917
694	4354	1911
695	4360	1904
696	4366	1898
697	4372	1891
698	4378	1885
699	4384	1878
700	4390	1872
701	4396	1866
702	4402	1859
703	4408	1853
704	4414	1847
705	4420	1840
706	4426	1834
707	4432	1828
708	4438	1821
709	4444	1815
710	4450	1809
711	4456	1802
712	4463	1796
713	4469	1790
714	4474	1783
715	4480	1777
716	4486	1770
717	4492	1764
718	4498	1758
719	4504	1751
720	4510	1745
721	4516	1739
722	4523	1732
723	4529	1726
724	4535	1720
725	4541	1714
726	4547	1707
727	4553	1701
728	4560	1695
729	4566	1688
730	4572	1682
731	4578	1676
732	4585	1670
733	4591	1663
734	4597	1657
735	4603	1651
736	4609	1645
737	4616	1638
738	4622	1632
739	4628	1626
740	4634	1619
741	4640	1613
742	4646	1607
743	4652	1600
744	4658	1594
745	4665	1588
746	4670	1582
747	4677	1575
748	4682	1569
749	4689	1563
750	4695	1556
751	4701	1550
752	4707	1544
753	4714	1538
754	4720	1531
755	4726	1525
756	4732	1519
757	4738	1512
758	4744	1506
759	4750	1500
760	4756	1493
761	4762	1487
762	4769	1481
763	4775	1475
764	4781	1468
765	4788	1462
766	4794	1456
767	4800	1450
768	4806	1443
769	4812	1437
770	4818	1431
771	4824	1424
772	4831	1418
773	4837	1412
774	4843	1406
775	4848	1399
776	4855	1393
777	4862	1387
778	4867	1380
779	4873	1374
780	4879	1368
781	4885	1361
782	4891	1355
783	4897	1349
784	4903	1343
785	4910	1336
786	4916	1330
787	4922	1324
788	4928	1318
789	4934	1311
790	4940	1305
791	4946	1299
792	4952	1292
793	4959	1286
794	4965	1280
795	4971	1274
796	4977	1267
797	4983	1261
798	4990	1255
799	4997	1249
800	5003	1243
801	5009	1236
802	5015	1230
803	5021	1224
804	5027	1217
805	5033	1211
806	5039	1205
807	5045	1198
808	5051	1192
809	5057	1186
810	5063	1179
811	5069	1173
812	5075	1167
813	5082	1161
814	5088	1155
815	5095	1148
816	5102	1142
817	5107	1136
818	5114	1130
819	5120	1123
820	5126	1117
821	5132	1111
822	5137	1104
823	5144	1098
824	5150	1092
825	5156	1086
826	5162	1079
827	5168	1073
828	5174	1067
829	5180	1061
830	5187	1054
831	5192	1048
832	5199	1042
833	5205	1036
834	5211	1029
835	5217	1023
836	5224	1017
837	5230	1011
838	5236	1004
839	5242	998
840	5248	992
841	5254	985
842	5260	979
843	5265	973
844	5272	967
845	5277	960
846	5283	954
847	5290	948
848	5296	942
849	5302	935
850	5308	929
851	5314	923
852	5320	916
853	5326	910
854	5332	904
855	5338	898
856	5344	891
857	5350	885
858	5357	879
859	5363	873
860	5369	866
861	5374	860
862	5380	854
863	5387	847
864	5393	841
865	5399	835
866	5406	829
867	5412	823
868	5418	816
869	5424	810
870	5430	804
871	5436	798
872	5442	791
873	5449	785
874	5454	779
875	5460	772
876	5466	766
877	5472	760
878	5478	754
879	5484	747
880	5489	741
881	5495	735
882	5502	729
883	5508	722
884	5514	716
885	5520	710
886	5527	704
887	5533	697
888	5539	691
889	5545	685
890	5551	679
891	5557	672
892	5563	666
893	5569	660
894	5575	654
895	5581	647
896	5587	641
897	5594	635
898	5600	629
899	5606	622
900	5613	616
901	5619	610
902	5625	604
903	5631	598
904	5637	591
905	5642	585
906	5649	579
907	5655	572
908	5661	566
909	5667	560
910	5673	554
911	5679	548
912	5685	541
913	5691	535
914	5697	529
915	5704	523
916	5709	516
917	5715	510
918	5721	504
919	5727	498
920	5733	491
921	5739	485
922	5745	479
923	5751	473
924	5757	466
925	5763	460
926	5769	454
927	5775	448
928	5781	441
929	5787	435
930	5793	429
931	5798	423
932	5804	416
933	5810	410
934	5817	404
935	5822	398
936	5829	391
937	5835	385
938	5840	379
939	5846	373
940	5853	366
941	5858	360
942	5865	354
943	5871	348
944	5877	342
945	5883	335
946	5888	329
947	5895	323
948	5901	317
949	5907	310
950	5912	304
951	5918	298
952	5925	292
953	5931	286
954	5937	279
955	5943	273
956	5949	267
957	5955	261
958	5961	254
959	5967	248
960	5974	242
961	5980	236
962	5985	229
963	5991	223
964	5997	217
965	6003	211
966	6009	205
967	6015	198
968	6021	192
969	6027	186
970	6034	180
971	6040	174
972	6046	167
973	6052	161
974	6058	155
975	6064	149
976	6070	142
977	6077	136
978	6082	130
979	6088	124
980	6094	118
981	6100	111
982	6106	105
983	6112	99
984	6119	93
985	6125	86
986	6131	80
987	6137	74
988	6144	68
989	6150	62
990	6156	55
991	6162	49
992	6168	43
993	6174	37
994	6181	31
995	6187	24
996	6193	18
997	6199	12
998	6205	6
999	6211	0
