iter	Logloss
220	0.2109567095
221	0.2108529193
222	0.2107402509
223	0.2106174711
224	0.2105371475
225	0.2104346352
226	0.2103639692
227	0.2103305473
228	0.2101758715
229	0.2101164017
230	0.2099514414
231	0.2098524602
232	0.2097566948
233	0.2096746241
234	0.2095813891
235	0.2094660759
236	0.2093480771
237	0.209270284
238	0.2091985677
239	0.2090506452
240	0.2089078407
241	0.2088624573
242	0.2086806552
243	0.2086018155
244	0.2084399249
245	0.2083476168
246	0.2082834167
247	0.2081530965
248	0.2080175603
249	0.2078736839
250	0.2077691727
251	0.2076309128
252	0.2075918401
253	0.207471391
254	0.2073144519
255	0.2071577733
256	0.2070073764
257	0.2069395205
258	0.206819547
259	0.2067434756
260	0.2065483246
261	0.2064439888
262	0.2062699827
263	0.2061874212
264	0.2059964968
265	0.2058258031
266	0.2056849442
267	0.2055163053
268	0.2054443296
269	0.2052851537
270	0.2051947797
271	0.2050668615
272	0.2049946696
273	0.2048796743
274	0.2047726936
275	0.204711263
276	0.2045915095
277	0.2044591942
278	0.2043381488
279	0.2042605451
280	0.2042347476
281	0.2041919619
282	0.2041107419
283	0.2040178312
284	0.203942421
285	0.2038698158
286	0.2037496707
287	0.2036734492
288	0.20357805
289	0.2034430377
290	0.203252992
291	0.2030964076
292	0.2030478528
293	0.2029455299
294	0.2028542074
295	0.2027206561
296	0.2025906855
297	0.2024867961
298	0.2024361814
299	0.2023520711
300	0.2021732661
301	0.2020572408
302	0.2018588854
303	0.201639061
304	0.201558342
305	0.2013163465
306	0.2011794726
307	0.2010702883
308	0.2009908435
309	0.2009121564
310	0.2008306363
311	0.2007468249
312	0.200664683
313	0.2005960986
314	0.2005361697
315	0.2003851827
316	0.2003126221
317	0.2002254906
318	0.2000684001
319	0.1999129893
320	0.1998415082
321	0.1997079887
322	0.1996223844
323	0.1995404956
324	0.1994450633
325	0.1993362986
326	0.199239961
327	0.1991509285
328	0.1990153643
329	0.1989528186
330	0.198832166
331	0.1987687709
332	0.1986324781
333	0.1985708529
334	0.1985135447
335	0.1983822327
336	0.1982999001
337	0.1981987877
338	0.1981312828
339	0.1979993439
340	0.1978851547
341	0.1978169009
342	0.1977048073
343	0.1976358147
344	0.1974427668
345	0.1972749278
346	0.197138607
347	0.1970278893
348	0.1969416021
349	0.1968184077
350	0.1967476972
351	0.1966166115
352	0.1965461629
353	0.1964665883
354	0.1963921013
355	0.1962813568
356	0.1961931585
357	0.1961259918
358	0.1960009282
359	0.19593116
360	0.1958073285
361	0.195720445
362	0.1956295967
363	0.1954909197
364	0.1953853213
365	0.195283783
366	0.1952191823
367	0.1951435941
368	0.1949573924
369	0.1948834012
370	0.1948232714
371	0.1947054494
372	0.1946281497
373	0.1945296338
374	0.1944169553
375	0.1942917671
376	0.1942230771
377	0.1941274439
378	0.1940039825
379	0.193883976
380	0.1937794571
381	0.1936698176
382	0.1936064555
383	0.1934509989
384	0.1933858426
385	0.1932650973
386	0.1932017581
387	0.1930616404
388	0.1929420878
389	0.1928572858
390	0.1927907104
391	0.1926174558
392	0.1924489047
393	0.1923930321
394	0.192312767
395	0.1922418035
396	0.1921631927
397	0.1920721931
398	0.1919961217
399	0.1918964488
400	0.1917898064
401	0.1917205785
402	0.1916513189
403	0.1915397085
404	0.1914603551
405	0.1913584213
406	0.1912434298
407	0.1911454773
408	0.1910325292
409	0.1909705378
410	0.1908787409
411	0.1908051872
412	0.1907115682
413	0.1906338844
414	0.1905699908
415	0.1904873149
416	0.1903885091
417	0.1903311996
418	0.1902592837
419	0.1901644541
420	0.1901037483
421	0.1900620486
422	0.1899908663
423	0.189906072
424	0.1898425255
425	0.189611468
426	0.1894608777
427	0.1893750114
428	0.1892983996
429	0.1892280401
430	0.1891200625
431	0.1890551236
432	0.1889923731
433	0.1888936666
434	0.1888411204
435	0.1886420797
436	0.1885870145
437	0.1885013796
438	0.1884568075
439	0.1883853747
440	0.1882607015
441	0.1881381811
442	0.1880857849
443	0.188036574
444	0.1879291229
445	0.1878330892
446	0.1876824773
447	0.1876131198
448	0.1875474065
449	0.187318011
450	0.187263176
451	0.1871684723
452	0.1871054077
453	0.1869776878
454	0.1868887825
455	0.1868281352
456	0.1867558403
457	0.1867071215
458	0.1866191254
459	0.1865156403
460	0.1864600016
461	0.1864116681
462	0.1863370272
463	0.186263799
464	0.1861400274
465	0.1860389977
466	0.1859901772
467	0.1858904215
468	0.1858105062
469	0.1857022552
470	0.1855439479
471	0.1854383113
472	0.1853428599
473	0.1852235247
474	0.185088913
475	0.1850030759
476	0.1849334183
477	0.1848042971
478	0.1846753578
479	0.1845891825
480	0.1844697545
481	0.1843583361
482	0.1842670492
483	0.1841693039
484	0.1840846074
485	0.1839684817
486	0.1839018237
487	0.1838184001
488	0.1837529755
489	0.1836835836
490	0.1836245193
491	0.1834904391
492	0.1834339549
493	0.1833237228
494	0.1832887586
495	0.1832302818
496	0.1831795247
497	0.1830975456
498	0.1830214208
499	0.1829902178
500	0.182900219
501	0.1828315137
502	0.1827318509
503	0.1825572739
504	0.1824721133
505	0.1823997383
506	0.1823149401
507	0.1822616247
508	0.182164903
509	0.1820984294
510	0.181998024
511	0.1819203631
512	0.1818246218
513	0.1817426656
514	0.1816229362
515	0.1814895376
516	0.1814164289
517	0.1812936478
518	0.1811940231
519	0.1811236992
520	0.1810771243
521	0.181028862
522	0.1809012909
523	0.1808082695
524	0.1807209485
525	0.1805873604
526	0.180534434
527	0.1804401716
528	0.1803140996
529	0.1802657598
530	0.1801321437
531	0.1800303014
532	0.1799195646
533	0.1797830442
534	0.1796779289
535	0.1796184158
536	0.1795431989
537	0.1794675585
538	0.1793752912
539	0.1792854411
540	0.179236482
541	0.1790949249
542	0.178961717
543	0.1788435402
544	0.1787806854
545	0.1786080513
546	0.1785149066
547	0.1784512138
548	0.1783681412
549	0.1782883733
550	0.1781942673
551	0.1781187452
552	0.1779855995
553	0.1778625552
554	0.1778378983
555	0.1777842814
556	0.1777553177
557	0.1777023252
558	0.1775991809
559	0.1774834785
560	0.177372982
561	0.1772566274
562	0.1771709607
563	0.1770399323
564	0.1769858818
565	0.1768664462
566	0.1767901611
567	0.1767191734
568	0.1766444995
569	0.1765234261
570	0.1764686991
571	0.1763715782
572	0.1762761383
573	0.176211539
574	0.1761240209
575	0.1760713336
576	0.175991478
577	0.1758925069
578	0.1758346596
579	0.1757423388
580	0.1756653875
581	0.175588651
582	0.1755200424
583	0.1754745865
584	0.1753764089
585	0.1753003527
586	0.1752506905
587	0.1751970011
588	0.1750484594
589	0.1749613508
590	0.1748974889
591	0.1747888184
592	0.1746672147
593	0.1746067467
594	0.1745408859
595	0.1743985176
596	0.1742905782
597	0.174124855
598	0.1740639318
599	0.1740054143
600	0.1739455032
601	0.1738467102
602	0.1737660472
603	0.173686175
604	0.1736116066
605	0.1735607694
606	0.173492204
607	0.1733779945
608	0.1732790438
609	0.1732043978
610	0.1731036008
611	0.1730411975
612	0.17292239
613	0.1728448346
614	0.1728140488
615	0.1726793454
616	0.172608991
617	0.1725548541
618	0.172491183
619	0.1723909645
620	0.1722515373
621	0.1721198069
622	0.1720672353
623	0.1719293238
624	0.1718553187
625	0.1717459933
626	0.1716908595
627	0.171634936
628	0.1715315984
629	0.1714527423
630	0.1713880424
631	0.1713132439
632	0.1712022107
633	0.1711051254
634	0.1710179545
635	0.1709357274
636	0.1708506737
637	0.1707632408
638	0.170709713
639	0.1706570333
640	0.1705668907
641	0.1705107676
642	0.1704562785
643	0.1704022814
644	0.1703585739
645	0.1702821388
646	0.1701854401
647	0.170123127
648	0.1700717812
649	0.1700285784
650	0.1699760068
651	0.1698896205
652	0.169765639
653	0.169668588
654	0.1696247991
655	0.1695355708
656	0.1694410502
657	0.1693656286
658	0.1692504349
659	0.1691113205
660	0.169087237
661	0.1690280863
662	0.1689219691
663	0.1688215548
664	0.16876253
665	0.1687129021
666	0.1686651077
667	0.1685969696
668	0.1685024198
669	0.1684558474
670	0.1683991687
671	0.1683015505
672	0.1682298215
673	0.1681642291
674	0.1681119207
675	0.1680320651
676	0.1679080213
677	0.167864418
678	0.1677775065
679	0.1676983185
680	0.1676289088
681	0.1675192935
682	0.1674528198
683	0.1674130541
684	0.167335392
685	0.1672700526
686	0.1671957893
687	0.1671480929
688	0.1670448214
689	0.1669457601
690	0.1668718452
691	0.1667832044
692	0.1667090925
693	0.1666427422
694	0.1665571391
695	0.166499588
696	0.166452076
697	0.1663411357
698	0.1662672971
699	0.166151268
700	0.1660744972
701	0.1659206632
702	0.1658643875
703	0.1657623952
704	0.1656888301
705	0.1656201604
706	0.1655826111
707	0.1655314039
708	0.1654450633
709	0.1653342756
710	0.1652846654
711	0.1652020315
712	0.1651252416
713	0.1649842745
714	0.1649412753
715	0.1648904444
716	0.1648447774
717	0.164761481
718	0.1646529312
719	0.164551239
720	0.1644867897
721	0.1643908628
722	0.1642923292
723	0.164244784
724	0.1641334483
725	0.1640777855
726	0.1640323855
727	0.1639860204
728	0.1639480146
729	0.1639114113
730	0.1638519516
731	0.16379717
732	0.1637522049
733	0.1637093455
734	0.1636025721
735	0.1635244268
736	0.1634659653
737	0.1634146182
738	0.1633540446
739	0.1632994652
740	0.1631797447
741	0.1631235085
742	0.1630405947
743	0.1629475861
744	0.1628392398
745	0.162745697
746	0.1627114182
747	0.1626127434
748	0.1625229034
749	0.1624651375
750	0.1624111951
751	0.1623142077
752	0.1622270622
753	0.1621724027
754	0.162079141
755	0.1620149651
756	0.1619686127
757	0.1619295845
758	0.1618576241
759	0.1617816989
760	0.1616666832
761	0.1615651576
762	0.161490022
763	0.1613821093
764	0.1613280602
765	0.1612070859
766	0.1611629054
767	0.1610754623
768	0.1610246913
769	0.1609242617
770	0.1608920403
771	0.1608531863
772	0.1607393303
773	0.1606898982
774	0.160617691
775	0.1605575447
776	0.1605194995
777	0.1604331678
778	0.1603447698
779	0.160304334
780	0.1601839523
781	0.1601533292
782	0.160085453
783	0.1600076879
784	0.1599608091
785	0.1599104106
786	0.1598600044
787	0.1597843488
788	0.1597023888
789	0.1596605873
790	0.1595840327
791	0.1594826724
792	0.1593874257
793	0.1592842941
794	0.1592063179
795	0.1591449191
796	0.1590481796
797	0.159003966
798	0.1589633789
799	0.1588749046
800	0.1588228391
801	0.1587415581
802	0.1586577136
803	0.1585775426
804	0.1585204926
805	0.1584335467
806	0.1583398844
807	0.158281208
808	0.1582183787
809	0.158083669
810	0.1580357043
811	0.1579351133
812	0.1578357493
813	0.1577571017
814	0.1576845334
815	0.15755557
816	0.1574787852
817	0.1574158185
818	0.1573327777
819	0.1572825012
820	0.1572279816
821	0.1571823298
822	0.1571415316
823	0.157063029
824	0.1570266978
825	0.1569570719
826	0.1568844185
827	0.1568355586
828	0.1567708766
829	0.1566613083
830	0.1565778936
831	0.1565383962
832	0.1564784711
833	0.1564384028
834	0.1564013812
835	0.1563275248
836	0.1562691053
837	0.1561912638
838	0.1561522484
839	0.1560647062
840	0.1559823049
841	0.1559041799
842	0.1558121872
843	0.1557524961
844	0.1557303187
845	0.1556547343
846	0.1556140594
847	0.1555241343
848	0.1554196091
849	0.155343703
850	0.1552362073
851	0.155129982
852	0.1550371946
853	0.1549735324
854	0.1549316686
855	0.1548793678
856	0.1548262266
857	0.1548090668
858	0.1547515895
859	0.1546830762
860	0.1546245664
861	0.1545411135
862	0.1544904722
863	0.1544347471
864	0.154403361
865	0.1543071874
866	0.1542601585
867	0.1542125092
868	0.1541586444
869	0.1540902112
870	0.1539415665
871	0.1538858058
872	0.1538113912
873	0.153766215
874	0.1536891162
875	0.1536057536
876	0.1535352389
877	0.1534670486
878	0.1533971024
879	0.153312458
880	0.1532521388
881	0.1531821162
882	0.1530839246
883	0.1530449829
884	0.1530013377
885	0.1529814707
886	0.1529469363
887	0.1528967489
888	0.1528093427
889	0.1527221451
890	0.152623305
891	0.1525464134
892	0.1524195175
893	0.152380085
894	0.1522900836
895	0.1522633324
896	0.1522198499
897	0.1521411311
898	0.1520850004
899	0.1520284691
900	0.1519770495
901	0.1519334844
902	0.1518609212
903	0.151774395
904	0.1517261823
905	0.1516308963
906	0.1516036453
907	0.1515435651
908	0.1514609057
909	0.1514046796
910	0.151358284
911	0.1513220164
912	0.1512377739
913	0.1511841558
914	0.1511618525
915	0.1511163979
916	0.1510450223
917	0.1509864337
918	0.1509318377
919	0.1508926125
920	0.1508146756
921	0.1507418594
922	0.1506680209
923	0.1506230609
924	0.1505450325
925	0.150485953
926	0.1504142774
927	0.150372364
928	0.150338426
929	0.1502623113
930	0.1502249146
931	0.1501541061
932	0.1501303329
933	0.1500770582
934	0.1500447413
935	0.1500048027
936	0.1499411265
937	0.149899353
938	0.1498579636
939	0.1497924334
940	0.1497513466
941	0.1496441956
942	0.1495493062
943	0.1494923401
944	0.1494091454
945	0.1493812739
946	0.1493116811
947	0.1492531166
948	0.1491889915
949	0.1491326688
950	0.1490495122
951	0.1489972521
952	0.1489065132
953	0.1488674456
954	0.1488250389
955	0.1487393354
956	0.1486893832
957	0.1486366081
958	0.1485656675
959	0.1485415103
960	0.1484953855
961	0.1484606819
962	0.1483785553
963	0.1483196704
964	0.1482648392
965	0.1482168287
966	0.1481001053
967	0.1480558319
968	0.1479716543
969	0.1478962695
970	0.147859005
971	0.1477879028
972	0.1477435926
973	0.1477040749
974	0.1476696828
975	0.1475771421
976	0.1475337995
977	0.1474784915
978	0.1474224663
979	0.1473585599
980	0.1473166237
981	0.1472534466
982	0.1471914813
983	0.1471175181
984	0.1470398343
985	0.1470076981
986	0.1469710286
987	0.1469301414
988	0.1468422788
989	0.1468123945
990	0.14677156
991	0.1467087498
992	0.1466559067
993	0.1466047872
994	0.1465141379
995	0.1464719938
996	0.146402394
997	0.1463217456
998	0.146255216
999	0.1462292099
