iter	Passed	Remaining
665	3996	2004
666	4001	1997
667	4007	1991
668	4013	1985
669	4019	1979
670	4025	1973
671	4030	1967
672	4037	1961
673	4044	1956
674	4050	1950
675	4056	1944
676	4062	1938
677	4068	1932
678	4073	1925
679	4080	1920
680	4086	1914
681	4092	1908
682	4098	1902
683	4104	1896
684	4109	1889
685	4114	1883
686	4121	1877
687	4126	1871
688	4132	1865
689	4137	1858
690	4143	1853
691	4149	1846
692	4155	1840
693	4161	1835
694	4168	1829
695	4174	1823
696	4180	1817
697	4186	1811
698	4192	1805
699	4198	1799
700	4204	1793
701	4209	1787
702	4216	1781
703	4222	1775
704	4228	1769
705	4233	1763
706	4239	1756
707	4245	1750
708	4251	1744
709	4257	1738
710	4263	1732
711	4268	1726
712	4274	1720
713	4280	1714
714	4286	1708
715	4291	1702
716	4297	1696
717	4302	1689
718	4308	1683
719	4314	1677
720	4320	1671
721	4325	1665
722	4331	1659
723	4337	1653
724	4343	1647
725	4348	1641
726	4354	1635
727	4360	1629
728	4365	1622
729	4372	1617
730	4378	1611
731	4384	1605
732	4389	1598
733	4395	1592
734	4401	1587
735	4407	1581
736	4413	1575
737	4420	1569
738	4425	1563
739	4431	1557
740	4437	1550
741	4443	1544
742	4449	1539
743	4455	1533
744	4461	1527
745	4468	1521
746	4474	1515
747	4480	1509
748	4487	1503
749	4492	1497
750	4498	1491
751	4504	1485
752	4511	1479
753	4516	1473
754	4521	1467
755	4528	1461
756	4533	1455
757	4539	1449
758	4545	1443
759	4551	1437
760	4557	1431
761	4563	1425
762	4569	1419
763	4576	1413
764	4581	1407
765	4587	1401
766	4593	1395
767	4599	1389
768	4605	1383
769	4611	1377
770	4617	1371
771	4623	1365
772	4629	1359
773	4634	1353
774	4640	1347
775	4646	1341
776	4652	1335
777	4658	1329
778	4664	1323
779	4670	1317
780	4676	1311
781	4682	1305
782	4688	1299
783	4695	1293
784	4701	1287
785	4707	1281
786	4712	1275
787	4718	1269
788	4724	1263
789	4730	1257
790	4736	1251
791	4742	1245
792	4748	1239
793	4754	1233
794	4760	1227
795	4766	1221
796	4772	1215
797	4777	1209
798	4783	1203
799	4789	1197
800	4795	1191
801	4801	1185
802	4807	1179
803	4813	1173
804	4819	1167
805	4825	1161
806	4831	1155
807	4837	1149
808	4843	1143
809	4849	1137
810	4854	1131
811	4862	1125
812	4868	1119
813	4873	1113
814	4879	1107
815	4885	1101
816	4891	1095
817	4897	1089
818	4903	1083
819	4908	1077
820	4915	1071
821	4921	1065
822	4927	1059
823	4933	1053
824	4938	1047
825	4944	1041
826	4950	1035
827	4956	1029
828	4963	1023
829	4968	1017
830	4974	1011
831	4980	1005
832	4986	999
833	4992	993
834	4998	987
835	5004	981
836	5010	975
837	5016	969
838	5022	963
839	5027	957
840	5034	951
841	5040	945
842	5046	939
843	5052	933
844	5058	927
845	5064	921
846	5069	915
847	5075	909
848	5081	903
849	5087	897
850	5093	891
851	5099	885
852	5105	879
853	5110	873
854	5116	867
855	5122	861
856	5128	855
857	5134	849
858	5140	843
859	5147	837
860	5153	831
861	5159	825
862	5165	819
863	5171	814
864	5176	807
865	5182	801
866	5188	795
867	5194	790
868	5200	784
869	5207	778
870	5214	772
871	5221	766
872	5228	760
873	5234	754
874	5241	748
875	5247	742
876	5253	736
877	5259	730
878	5264	724
879	5270	718
880	5276	712
881	5282	706
882	5288	700
883	5293	694
884	5300	688
885	5305	682
886	5311	676
887	5318	670
888	5323	664
889	5329	658
890	5335	652
891	5341	646
892	5347	640
893	5353	634
894	5359	628
895	5365	622
896	5371	616
897	5377	610
898	5383	604
899	5389	598
900	5394	592
901	5401	586
902	5408	580
903	5413	574
904	5419	568
905	5426	562
906	5431	556
907	5437	550
908	5443	544
909	5449	538
910	5455	532
911	5461	527
912	5468	521
913	5473	515
914	5479	509
915	5485	503
916	5492	497
917	5498	491
918	5505	485
919	5511	479
920	5517	473
921	5523	467
922	5529	461
923	5535	455
924	5541	449
925	5548	443
926	5553	437
927	5560	431
928	5566	425
929	5572	419
930	5578	413
931	5584	407
932	5590	401
933	5596	395
934	5602	389
935	5608	383
936	5614	377
937	5620	371
938	5626	365
939	5632	359
940	5637	353
941	5643	347
942	5649	341
943	5654	335
944	5660	329
945	5666	323
946	5672	317
947	5679	311
948	5684	305
949	5691	299
950	5697	293
951	5703	287
952	5709	281
953	5716	275
954	5722	269
955	5728	263
956	5735	257
957	5741	251
958	5746	245
959	5753	239
960	5759	233
961	5765	227
962	5771	221
963	5777	215
964	5782	209
965	5788	203
966	5794	197
967	5800	191
968	5806	185
969	5812	179
970	5818	173
971	5824	167
972	5830	161
973	5837	155
974	5843	149
975	5849	143
976	5855	137
977	5861	131
978	5867	125
979	5873	119
980	5879	113
981	5884	107
982	5890	101
983	5896	95
984	5902	89
985	5908	83
986	5913	77
987	5919	71
988	5925	65
989	5931	59
990	5937	53
991	5943	47
992	5949	41
993	5955	35
994	5961	29
995	5967	23
996	5974	17
997	5979	11
998	5985	5
999	5991	0
