iter	Logloss
682	0.1537967046
683	0.1536185328
684	0.1536086146
685	0.1535617956
686	0.1535077286
687	0.1533373769
688	0.153327713
689	0.1532753118
690	0.1531534068
691	0.1530377452
692	0.152914594
693	0.1528540675
694	0.1527653885
695	0.1526832326
696	0.1526051076
697	0.1525099182
698	0.1523684947
699	0.1523140844
700	0.1522429911
701	0.1521545792
702	0.1520741018
703	0.1520057042
704	0.1519166183
705	0.1518438975
706	0.1517449697
707	0.1516739146
708	0.1515437953
709	0.1514910126
710	0.1513886261
711	0.1513339615
712	0.1512632497
713	0.1511580785
714	0.1510704041
715	0.1509977976
716	0.150905927
717	0.1508335114
718	0.1507541021
719	0.1506069946
720	0.1505248006
721	0.1504325485
722	0.1503487396
723	0.150283165
724	0.1502345912
725	0.1501571655
726	0.150083135
727	0.1499776713
728	0.1499329249
729	0.1498059718
730	0.1497724787
731	0.1496864827
732	0.1496302668
733	0.1495863978
734	0.1494670868
735	0.1493783824
736	0.1492794545
737	0.1492043559
738	0.1491474406
739	0.1490775299
740	0.1489499919
741	0.1489055506
742	0.1487383906
743	0.1486667379
744	0.1485875193
745	0.1484996796
746	0.1483972168
747	0.1483246358
748	0.1481907527
749	0.1481508636
750	0.1480624008
751	0.1480167007
752	0.147922465
753	0.1478823344
754	0.1478283437
755	0.1477189891
756	0.1476773198
757	0.1475139872
758	0.1474491628
759	0.1473960368
760	0.1472977702
761	0.1472141012
762	0.1471100744
763	0.1469578044
764	0.1468234507
765	0.1467429352
766	0.1466566467
767	0.146571757
768	0.1465127563
769	0.1464499283
770	0.1463500722
771	0.1462983704
772	0.1462187195
773	0.1461677551
774	0.1460947037
775	0.1460052617
776	0.1459004211
777	0.1458152644
778	0.1457842763
779	0.1456783295
780	0.1455974579
781	0.1455399958
782	0.14538311
783	0.1453373464
784	0.1452592977
785	0.1451746877
786	0.145109609
787	0.1450341924
788	0.1448959096
789	0.144846166
790	0.1447791036
791	0.1446679179
792	0.1446000417
793	0.1444579061
794	0.1443662771
795	0.144291776
796	0.1442144648
797	0.1441327159
798	0.1440795898
799	0.1439920553
800	0.1439283498
801	0.1438711802
802	0.1438167572
803	0.1437188466
804	0.143576444
805	0.1434849548
806	0.1434132385
807	0.1432872009
808	0.1432057063
809	0.1431615194
810	0.1431225332
811	0.1430048116
812	0.142887675
813	0.1428275299
814	0.142776502
815	0.1426977158
816	0.1426547623
817	0.1425210317
818	0.1424533335
819	0.1424001948
820	0.1423058828
821	0.142253418
822	0.1421821594
823	0.1421455638
824	0.142095197
825	0.142024943
826	0.1419177246
827	0.1418450673
828	0.1417928314
829	0.1417180634
830	0.1416508738
831	0.141593043
832	0.141519165
833	0.1414596049
834	0.1413884989
835	0.1412744141
836	0.1412195206
837	0.1411647288
838	0.1410570145
839	0.1410063553
840	0.1409241358
841	0.1408795929
842	0.1408218511
843	0.1407637024
844	0.1407011414
845	0.1406275558
846	0.1405237834
847	0.1404400253
848	0.1403979492
849	0.1403183238
850	0.1402380753
851	0.1401612854
852	0.1400698344
853	0.140032781
854	0.1398787181
855	0.1398205185
856	0.1396986389
857	0.1396072006
858	0.1395776622
859	0.1394845454
860	0.1394272614
861	0.1393908691
862	0.1392867915
863	0.1392450587
864	0.1391736348
865	0.139120814
866	0.1390362549
867	0.138982633
868	0.1389335378
869	0.138836085
870	0.1387744395
871	0.1387113698
872	0.1386449814
873	0.1385753759
874	0.1385154215
875	0.1384458669
876	0.1383383052
877	0.138269132
878	0.1382359823
879	0.1381141663
880	0.1380707423
881	0.137982343
882	0.1379182943
883	0.1378133392
884	0.1377327092
885	0.1376197179
886	0.1375540797
887	0.1374924088
888	0.1374238459
889	0.1373525365
890	0.1373052724
891	0.1372383118
892	0.137190539
893	0.1370797221
894	0.1369630178
895	0.1369100825
896	0.1368572489
897	0.1367325592
898	0.1366824341
899	0.136553332
900	0.1364457448
901	0.1363839213
902	0.136329422
903	0.1362947973
904	0.1362056986
905	0.1361355591
906	0.1360816828
907	0.1360040156
908	0.1359635925
909	0.1358733495
910	0.135829862
911	0.1357656479
912	0.1357194265
913	0.1356472778
914	0.1355195363
915	0.1354308319
916	0.1353900401
917	0.1353177261
918	0.1352352905
919	0.1351100159
920	0.1350596491
921	0.1349766032
922	0.1348738734
923	0.1348044459
924	0.1346723175
925	0.1346318054
926	0.1345583344
927	0.1345109049
928	0.1343836721
929	0.1343293126
930	0.1342489115
931	0.1342045339
932	0.1341766993
933	0.1341220601
934	0.1340527089
935	0.1339654032
936	0.1339231745
937	0.1338624191
938	0.1338117472
939	0.1337677383
940	0.1336712265
941	0.1336291631
942	0.1335999807
943	0.1335249074
944	0.1334376017
945	0.1333745321
946	0.1332582855
947	0.1331781514
948	0.1330543009
949	0.1329605103
950	0.132917455
951	0.1328680674
952	0.1327845764
953	0.1327232615
954	0.1326398214
955	0.1325989787
956	0.1325015767
957	0.1324230321
958	0.1323501841
959	0.1322742335
960	0.1322271601
961	0.132165006
962	0.1320937093
963	0.1320340602
964	0.1319937388
965	0.1318565623
966	0.1318024445
967	0.131737442
968	0.1316129557
969	0.131548322
970	0.1314917247
971	0.1314188258
972	0.1313260523
973	0.1312391917
974	0.1311850484
975	0.1311003621
976	0.1310438665
977	0.1309497452
978	0.1308950806
979	0.1308162689
980	0.1307552592
981	0.1307118479
982	0.1306233724
983	0.1305758031
984	0.1305341085
985	0.1304642232
986	0.1303244273
987	0.1302851868
988	0.1302162933
989	0.1301795959
990	0.1301302846
991	0.130032107
992	0.1299926758
993	0.1299238205
994	0.1298832321
995	0.1298072561
996	0.129727478
997	0.1296152496
998	0.1295387268
999	0.1294728597
